device_id,fuel_level,distance_cm,latitude,longitude,speed_kmph,timestamp,received_at
TRUCK-001,381.1331323419051,6.493227297272748,18.6298,73.7997,0.0,2026-08-01 06:00:21,2026-08-01 06:00:22.801060169
TRUCK-001,381.13311455807803,6.214076992395734,18.6298,73.7997,0.0,2026-08-01 06:00:22,2026-08-01 06:00:26.062698021
TRUCK-001,381.13295332259065,6.0136978275088815,18.6298,73.7997,0.0,2026-08-01 06:00:24,2026-08-01 06:00:25.178401394
TRUCK-001,381.1327610907526,5.868055040234923,18.6298,73.7997,0.0,2026-08-01 06:00:25,2026-08-01 06:00:28.574444101
TRUCK-001,381.1324490259247,5.464802457242652,18.6298,73.7997,0.0,2026-08-01 06:00:26,2026-08-01 06:00:29.331030127
TRUCK-001,381.13197182388996,5.383256466769342,18.6298,73.7997,0.0,2026-08-01 06:00:27,2026-08-01 06:00:32.585838866
TRUCK-001,381.13127415891495,6.188888618715049,18.6298,73.7997,0.0,2026-08-01 06:00:28,2026-08-01 06:00:32.146131272
TRUCK-001,381.1302900781285,5.7597669672149365,18.6298,73.7997,0.0,2026-08-01 06:00:29,2026-08-01 06:00:32.570588233
TRUCK-001,381.12894266946563,5.654517750303487,18.6298,73.7997,0.0,2026-08-01 06:00:30,2026-08-01 06:00:33.484367177
TRUCK-001,381.1271440415191,5.770362562671769,18.6298,73.7997,0.0,2026-08-01 06:00:31,2026-08-01 06:00:33.237574610
TRUCK-001,381.12479564408005,5.9090427167484805,18.6298,73.7997,0.0,2026-08-01 06:00:32,2026-08-01 06:00:33.058970128
TRUCK-001,381.1217889483908,6.134814309748928,18.6298,73.7997,0.0,2026-08-01 06:00:33,2026-08-01 06:00:34.962010720
TRUCK-001,381.1180064962414,6.822287224585564,18.6298,73.7997,0.0,2026-08-01 06:00:34,2026-08-01 06:00:38.460160604
TRUCK-001,381.1133233170111,6.156417767553406,18.6298,73.7997,0.0,2026-08-01 06:00:35,2026-08-01 06:00:37.003033620
TRUCK-001,381.107608701495,6.623373554894374,18.6298,73.7997,0.0,2026-08-01 06:00:36,2026-08-01 06:00:38.847681553
TRUCK-001,381.10072831065116,5.669162687528724,18.6298,73.7997,0.0,2026-08-01 06:00:37,2026-08-01 06:00:38.018671210
TRUCK-001,381.0925465860657,5.366498010572816,18.6298,73.7997,0.0,2026-08-01 06:00:38,2026-08-01 06:00:43.150238649
TRUCK-001,381.082929417018,5.636567026677657,18.6298,73.7997,0.0,2026-08-01 06:00:39,2026-08-01 06:00:40.772305405
TRUCK-001,381.0717470071281,5.772864167700802,18.6298,73.7997,0.0,2026-08-01 06:00:40,2026-08-01 06:00:42.337996523
TRUCK-001,381.0588768727749,5.708811870316159,18.6298,73.7997,0.0,2026-08-01 06:00:41,2026-08-01 06:00:46.401660770
TRUCK-001,381.044206897135,6.004922484841053,18.6298,73.7997,0.0,2026-08-01 06:00:42,2026-08-01 06:00:45.548954049
TRUCK-001,381.027638358886,6.151082470929001,18.6298,73.7997,0.0,2026-08-01 06:00:43,2026-08-01 06:00:48.235751232
TRUCK-001,381.00908885382256,6.136900016505447,18.6298,73.7997,0.0,2026-08-01 06:00:44,2026-08-01 06:00:48.198585835
TRUCK-001,380.98849503061234,6.527996646372838,18.6298,73.7997,0.0,2026-08-01 06:00:45,2026-08-01 06:00:49.708854737
TRUCK-001,380.9658150679068,7.008836441627309,18.6298,73.7997,0.0,2026-08-01 06:00:46,2026-08-01 06:00:47.457478025
TRUCK-001,380.94103082799586,6.717182539845239,18.6298,73.7997,0.0,2026-08-01 06:00:47,2026-08-01 06:00:50.705719107
TRUCK-001,380.9141496310715,6.494415264385509,18.6298,73.7997,0.0,2026-08-01 06:00:48,2026-08-01 06:00:51.538861182
TRUCK-001,380.88520560295456,6.441079274179664,18.6298,73.7997,0.0,2026-08-01 06:00:49,2026-08-01 06:00:54.356696883
TRUCK-001,380.8542605571087,6.398732920267172,18.6298,73.7997,0.0,2026-08-01 06:00:50,2026-08-01 06:00:52.806320295
TRUCK-001,380.8214043786205,6.697346731709972,18.6298,73.7997,0.0,2026-08-01 06:00:51,2026-08-01 06:00:54.990920336
TRUCK-001,380.7867548838126,5.245006821661984,18.6298,73.7997,0.0,2026-08-01 06:00:52,2026-08-01 06:00:53.296258212
TRUCK-001,380.7504571349665,5.575976535657969,18.6298,73.7997,0.0,2026-08-01 06:00:53,2026-08-01 06:00:55.938159006
TRUCK-001,380.7126821961661,5.413101616985196,18.6298,73.7997,0.0,2026-08-01 06:00:54,2026-08-01 06:00:56.615181731
TRUCK-001,380.67362532445304,5.61882520317432,18.6298,73.7997,0.0,2026-08-01 06:00:55,2026-08-01 06:00:56.750998645
TRUCK-001,380.6335036011444,5.654933560022704,18.6298,73.7997,0.0,2026-08-01 06:00:56,2026-08-01 06:01:01.081690519
TRUCK-001,380.59255302187364,6.028788554489681,18.6298,73.7997,0.0,2026-08-01 06:00:57,2026-08-01 06:00:59.897230858
TRUCK-001,380.55102508068177,6.259634004330832,18.6298,73.7997,0.0,2026-08-01 06:00:58,2026-08-01 06:01:03.893739422
TRUCK-001,380.50918290254265,6.185282144808482,18.6298,73.7997,0.0,2026-08-01 06:00:59,2026-08-01 06:01:02.949958465
TRUCK-001,380.4672969985722,6.1757051359013015,18.6298,73.7997,0.0,2026-08-01 06:01:00,2026-08-01 06:01:04.025281269
TRUCK-001,380.4256407369397,6.012422517801856,18.6298,73.7997,0.0,2026-08-01 06:01:01,2026-08-01 06:01:05.189982904
TRUCK-001,380.3844856382474,6.547865118895939,18.6298,73.7997,0.0,2026-08-01 06:01:02,2026-08-01 06:01:06.382251219
TRUCK-001,380.3440966153082,5.922235546634038,18.6298,73.7997,0.0,2026-08-01 06:01:03,2026-08-01 06:01:04.753940096
TRUCK-001,380.3047272828981,6.343996424411955,18.6298,73.7997,0.0,2026-08-01 06:01:04,2026-08-01 06:01:07.201567336
TRUCK-001,380.26661546288057,5.770087176880159,18.6298,73.7997,0.0,2026-08-01 06:01:05,2026-08-01 06:01:07.197819809
TRUCK-001,380.2299790043589,5.509304090563103,18.6298,73.7997,0.0,2026-08-01 06:01:06,2026-08-01 06:01:09.012491491
TRUCK-001,380.19501202786074,5.18471273413839,18.6298,73.7997,0.0,2026-08-01 06:01:07,2026-08-01 06:01:08.483520470
TRUCK-001,380.1618816880353,5.721284029232083,18.6298,73.7997,0.0,2026-08-01 06:01:08,2026-08-01 06:01:13.839140255
TRUCK-001,380.1307255322455,5.71252721499683,18.6298,73.7997,0.0,2026-08-01 06:01:09,2026-08-01 06:01:11.075020187
TRUCK-001,380.1016495141977,6.346338606829782,18.6298,73.7997,0.0,2026-08-01 06:01:10,2026-08-01 06:01:14.358825813
TRUCK-001,380.07472670361454,6.610243940680114,18.6298,73.7997,0.0,2026-08-01 06:01:11,2026-08-01 06:01:13.502100407
TRUCK-001,380.0499967156671,6.719487008595704,18.6298,73.7997,0.0,2026-08-01 06:01:12,2026-08-01 06:01:17.370385131
TRUCK-001,380.0274658674938,6.168811825035583,18.6298,73.7997,0.0,2026-08-01 06:01:13,2026-08-01 06:01:17.311073692
TRUCK-001,380.0071080531401,6.495901438635987,18.6298,73.7997,0.0,2026-08-01 06:01:14,2026-08-01 06:01:15.658079079
TRUCK-001,379.9888663119658,7.05930330156769,18.6298,73.7997,0.0,2026-08-01 06:01:15,2026-08-01 06:01:20.225371604
TRUCK-001,379.9726550485763,5.672333799602054,18.6298,73.7997,0.0,2026-08-01 06:01:16,2026-08-01 06:01:21.724740856
TRUCK-001,379.95836284477076,6.055986743466968,18.6298,73.7997,0.0,2026-08-01 06:01:17,2026-08-01 06:01:22.519583941
TRUCK-001,379.94585578655443,5.485473223273902,18.6298,73.7997,0.0,2026-08-01 06:01:18,2026-08-01 06:01:21.848595739
TRUCK-001,379.93498121301343,5.8725221654158055,18.6298,73.7997,0.0,2026-08-01 06:01:19,2026-08-01 06:01:20.727299769
TRUCK-001,379.9255717801359,5.6295889875895,18.6298,73.7997,0.0,2026-08-01 06:01:20,2026-08-01 06:01:21.962317475
TRUCK-001,379.9174497228838,6.8329454697123415,18.6298,73.7997,0.0,2026-08-01 06:01:21,2026-08-01 06:01:26.639528424
TRUCK-001,379.91043119413126,6.068442695554772,18.6298,73.7997,0.0,2026-08-01 06:01:22,2026-08-01 06:01:25.761632438
TRUCK-001,379.90433056000904,6.5862591304428575,18.6298,73.7997,0.0,2026-08-01 06:01:23,2026-08-01 06:01:24.902762492
TRUCK-001,379.89896453742386,6.85597235620699,18.6298,73.7997,0.0,2026-08-01 06:01:24,2026-08-01 06:01:29.420284471
TRUCK-001,379.8941560700009,6.248402454316904,18.6298,73.7997,0.0,2026-08-01 06:01:25,2026-08-01 06:01:29.207858526
TRUCK-001,379.8897378519909,6.437616887151325,18.6298,73.7997,0.0,2026-08-01 06:01:26,2026-08-01 06:01:29.848471372
TRUCK-001,379.8855554243697,6.3300424675930245,18.6298,73.7997,0.0,2026-08-01 06:01:27,2026-08-01 06:01:29.881439181
TRUCK-001,379.881469782355,6.305162693810189,18.6298,73.7997,0.0,2026-08-01 06:01:28,2026-08-01 06:01:31.054776411
TRUCK-001,379.87735944826125,5.406977455481918,18.6298,73.7997,0.0,2026-08-01 06:01:29,2026-08-01 06:01:31.197446063
TRUCK-001,379.8731219778601,5.729826686916137,18.6298,73.7997,0.0,2026-08-01 06:01:30,2026-08-01 06:01:31.190286433
TRUCK-001,379.8686748823833,5.012515295995934,18.6298,73.7997,0.0,2026-08-01 06:01:31,2026-08-01 06:01:36.381094041
TRUCK-001,379.8639559624028,5.074186711992361,18.6298,73.7997,0.0,2026-08-01 06:01:32,2026-08-01 06:01:35.338651084
TRUCK-001,379.8589230645176,5.165516870577402,18.6298,73.7997,0.0,2026-08-01 06:01:33,2026-08-01 06:01:36.738175996
TRUCK-001,379.85355328750245,5.564822578344186,18.6298,73.7997,0.0,2026-08-01 06:01:34,2026-08-01 06:01:36.610816549
TRUCK-001,379.84784168147684,6.385280990772912,18.6298,73.7997,0.0,2026-08-01 06:01:35,2026-08-01 06:01:39.756624599
TRUCK-001,379.8417995013862,6.343806787505684,18.6298,73.7997,0.0,2026-08-01 06:01:36,2026-08-01 06:01:37.125984354
TRUCK-001,379.8354520936398,6.547312811578565,18.6298,73.7997,0.0,2026-08-01 06:01:37,2026-08-01 06:01:39.860926363
TRUCK-001,379.8288365104605,6.235687984373577,18.6298,73.7997,0.0,2026-08-01 06:01:38,2026-08-01 06:01:39.151751472
TRUCK-001,379.8219989583367,6.361627691426208,18.6298,73.7997,0.0,2026-08-01 06:01:39,2026-08-01 06:01:40.614460511
TRUCK-001,379.81499219304317,6.361256880675117,18.6298,73.7997,0.0,2026-08-01 06:01:40,2026-08-01 06:01:45.835741177
TRUCK-001,379.80787297284985,5.4042274143327695,18.6298,73.7997,0.0,2026-08-01 06:01:41,2026-08-01 06:01:45.288803650
TRUCK-001,379.80069967360896,5.875806088663711,18.6298,73.7997,0.0,2026-08-01 06:01:42,2026-08-01 06:01:45.141101232
TRUCK-001,379.7935301552738,5.8277660626774574,18.6298,73.7997,0.0,2026-08-01 06:01:43,2026-08-01 06:01:46.618700540
TRUCK-001,379.7864199506758,5.690141791000354,18.6298,73.7997,0.0,2026-08-01 06:01:44,2026-08-01 06:01:49.364046043
TRUCK-001,379.7794208261213,5.110236746664789,18.6298,73.7997,0.0,2026-08-01 06:01:45,2026-08-01 06:01:47.721053335
TRUCK-001,379.7725797416187,5.609846615624368,18.6298,73.7997,0.0,2026-08-01 06:01:46,2026-08-01 06:01:49.951454911
TRUCK-001,379.76593821805994,5.806654605307386,18.6298,73.7997,0.0,2026-08-01 06:01:47,2026-08-01 06:01:51.418421867
TRUCK-001,379.75953210072964,6.131020991530098,18.6298,73.7997,0.0,2026-08-01 06:01:48,2026-08-01 06:01:50.777068885
TRUCK-001,379.7533916938769,7.20412436512178,18.6298,73.7997,0.0,2026-08-01 06:01:49,2026-08-01 06:01:52.595492432
TRUCK-001,379.7475422299696,6.846184378318219,18.6298,73.7997,0.0,2026-08-01 06:01:50,2026-08-01 06:01:54.826236916
TRUCK-001,379.74200462923056,6.619638751470967,18.6298,73.7997,0.0,2026-08-01 06:01:51,2026-08-01 06:01:56.545896570
TRUCK-001,379.7367964991095,6.255275915095209,18.6298,73.7997,0.0,2026-08-01 06:01:52,2026-08-01 06:01:53.755311390
TRUCK-001,379.7319333182267,6.404455478159337,18.6298,73.7997,0.0,2026-08-01 06:01:53,2026-08-01 06:01:58.667096962
TRUCK-001,379.7274297440817,6.127852922647588,18.6298,73.7997,0.0,2026-08-01 06:01:54,2026-08-01 06:01:55.025894329
TRUCK-001,379.7233009782808,5.731197719648229,18.6298,73.7997,0.0,2026-08-01 06:01:55,2026-08-01 06:01:59.764887518
TRUCK-001,379.7195641178656,5.047047439821282,18.6298,73.7997,0.0,2026-08-01 06:01:56,2026-08-01 06:02:01.052634152
TRUCK-001,379.71623941774845,6.388730300021606,18.6298,73.7997,0.0,2026-08-01 06:01:57,2026-08-01 06:01:58.683820258
TRUCK-001,379.71335138864515,6.673139876735212,18.6298,73.7997,0.0,2026-08-01 06:01:58,2026-08-01 06:02:01.094518255
TRUCK-001,379.7109296583735,5.292656170371894,18.6298,73.7997,0.0,2026-08-01 06:01:59,2026-08-01 06:02:04.076281390
TRUCK-001,379.70900953253937,6.709783699103307,18.6298,73.7997,0.0,2026-08-01 06:02:00,2026-08-01 06:02:01.071355948
TRUCK-001,379.70763220322,6.503230118145029,18.6298,73.7997,0.0,2026-08-01 06:02:01,2026-08-01 06:02:05.142309739
TRUCK-001,379.70684457027016,7.122559806931172,18.6298,73.7997,0.0,2026-08-01 06:02:02,2026-08-01 06:02:06.965118290
TRUCK-001,379.7066986578664,6.5564224398757975,18.6298,73.7997,0.0,2026-08-01 06:02:03,2026-08-01 06:02:06.565017914
TRUCK-001,379.7072506273262,6.4917508959439285,18.6298,73.7997,0.0,2026-08-01 06:02:04,2026-08-01 06:02:08.629247103
TRUCK-001,379.7085594046138,5.680052434220073,18.6298,73.7997,0.0,2026-08-01 06:02:05,2026-08-01 06:02:07.132117412
TRUCK-001,379.71068495606585,5.712368564113186,18.6298,73.7997,0.0,2026-08-01 06:02:06,2026-08-01 06:02:07.992605740
TRUCK-001,379.7136862580749,6.1952842156460886,18.6298,73.7997,0.0,2026-08-01 06:02:07,2026-08-01 06:02:09.815634753
TRUCK-001,379.7176190158594,6.179077805879825,18.6298,73.7997,0.0,2026-08-01 06:02:08,2026-08-01 06:02:09.897030138
TRUCK-001,379.7225331937013,5.361862833943802,18.6298,73.7997,0.0,2026-08-01 06:02:09,2026-08-01 06:02:11.730307196
TRUCK-001,379.7284704250087,5.690275969278629,18.6298,73.7997,0.0,2026-08-01 06:02:10,2026-08-01 06:02:15.740620307
TRUCK-001,379.73546137580036,5.993342492764322,18.6298,73.7997,0.0,2026-08-01 06:02:11,2026-08-01 06:02:14.866663588
TRUCK-001,379.74352313983854,5.535118802383607,18.6298,73.7997,0.0,2026-08-01 06:02:12,2026-08-01 06:02:14.700340337
TRUCK-001,379.7526567474766,6.8969992220210585,18.6298,73.7997,0.0,2026-08-01 06:02:13,2026-08-01 06:02:15.357623099
TRUCK-001,379.7628448729922,6.503558537922243,18.6298,73.7997,0.0,2026-08-01 06:02:14,2026-08-01 06:02:19.760197454
TRUCK-001,379.77404982620635,6.234188981467534,18.6298,73.7997,0.0,2026-08-01 06:02:15,2026-08-01 06:02:18.222391048
TRUCK-001,379.7862119127548,6.830253095410983,18.6298,73.7997,0.0,2026-08-01 06:02:16,2026-08-01 06:02:21.901973754
TRUCK-001,379.7992482425779,5.868843514547337,18.6298,73.7997,0.0,2026-08-01 06:02:17,2026-08-01 06:02:20.577613346
TRUCK-001,379.8130520572702,6.457406500967156,18.6298,73.7997,0.0,2026-08-01 06:02:18,2026-08-01 06:02:21.605830645
TRUCK-001,379.8274926336625,5.8797784167519085,18.6298,73.7997,0.0,2026-08-01 06:02:19,2026-08-01 06:02:24.482702619
TRUCK-001,379.84241580382627,5.840980853119109,18.6298,73.7997,0.0,2026-08-01 06:02:20,2026-08-01 06:02:24.713837091
TRUCK-001,379.85764511166394,6.431831328236961,18.6298,73.7997,0.0,2026-08-01 06:02:21,2026-08-01 06:02:24.903264319
TRUCK-001,379.87298360478013,5.713105687807336,18.6298,73.7997,0.0,2026-08-01 06:02:22,2026-08-01 06:02:25.133247519
TRUCK-001,379.8882162389355,5.415244208759971,18.6298,73.7997,0.0,2026-08-01 06:02:23,2026-08-01 06:02:28.390939297
TRUCK-001,379.903112852372,6.298129050622334,18.6298,73.7997,0.0,2026-08-01 06:02:24,2026-08-01 06:02:27.058230750
TRUCK-001,379.9174316496892,6.409480430305918,18.6298,73.7997,0.0,2026-08-01 06:02:25,2026-08-01 06:02:30.613797881
TRUCK-001,379.9309231204225,6.55332731918588,18.6298,73.7997,0.0,2026-08-01 06:02:26,2026-08-01 06:02:27.343576761
TRUCK-001,379.9433343063582,6.293765989007163,18.6298,73.7997,0.0,2026-08-01 06:02:27,2026-08-01 06:02:30.149984310
TRUCK-001,379.9544133238309,6.5859834595669575,18.6298,73.7997,0.0,2026-08-01 06:02:28,2026-08-01 06:02:31.597574099
TRUCK-001,379.9639140422623,6.324943431328962,18.6298,73.7997,0.0,2026-08-01 06:02:29,2026-08-01 06:02:34.754690978
TRUCK-001,379.9716008173228,6.170971430573982,18.6298,73.7997,0.0,2026-08-01 06:02:30,2026-08-01 06:02:32.254996233
TRUCK-001,379.9772531757578,6.142134116221039,18.6298,73.7997,0.0,2026-08-01 06:02:31,2026-08-01 06:02:36.030195736
TRUCK-001,379.98067034891665,5.131785505282847,18.6298,73.7997,0.0,2026-08-01 06:02:32,2026-08-01 06:02:36.382356000
TRUCK-001,379.98167555352296,6.002629164774724,18.6298,73.7997,0.0,2026-08-01 06:02:33,2026-08-01 06:02:37.585429521
TRUCK-001,379.98011992169694,5.277175803116276,18.6298,73.7997,0.0,2026-08-01 06:02:34,2026-08-01 06:02:38.148110914
TRUCK-001,379.975885988314,5.159769656498825,18.6298,73.7997,0.0,2026-08-01 06:02:35,2026-08-01 06:02:40.857803542
TRUCK-001,379.9688906530721,5.820557476584214,18.6298,73.7997,0.0,2026-08-01 06:02:36,2026-08-01 06:02:38.663407296
TRUCK-001,379.9590875474797,5.930281143451492,18.6298,73.7997,0.0,2026-08-01 06:02:37,2026-08-01 06:02:39.991377798
TRUCK-001,379.9464687532565,6.008899833174857,18.6298,73.7997,0.0,2026-08-01 06:02:38,2026-08-01 06:02:40.014558761
TRUCK-001,379.9310658376954,6.5019999511751125,18.6298,73.7997,0.0,2026-08-01 06:02:39,2026-08-01 06:02:40.253520276
TRUCK-001,379.9129501921758,7.285225078833815,18.6298,73.7997,0.0,2026-08-01 06:02:40,2026-08-01 06:02:42.064540975
TRUCK-001,379.8922326806127,6.666489199612511,18.6298,73.7997,0.0,2026-08-01 06:02:41,2026-08-01 06:02:46.577321986
TRUCK-001,379.8690626233913,5.769621575451147,18.6298,73.7997,0.0,2026-08-01 06:02:42,2026-08-01 06:02:47.200844086
TRUCK-001,379.84362615759983,5.906322060212181,18.6298,73.7997,0.0,2026-08-01 06:02:43,2026-08-01 06:02:44.562028707
TRUCK-001,379.81614402501936,5.841406233198243,18.6298,73.7997,0.0,2026-08-01 06:02:44,2026-08-01 06:02:48.018895127
TRUCK-001,379.78686884510756,5.402935112042138,18.6298,73.7997,0.0,2026-08-01 06:02:45,2026-08-01 06:02:48.395982474
TRUCK-001,379.7560819319608,5.588587994722429,18.6298,73.7997,0.0,2026-08-01 06:02:46,2026-08-01 06:02:49.973424352
TRUCK-001,379.7240897135331,5.45350080179019,18.6298,73.7997,0.0,2026-08-01 06:02:47,2026-08-01 06:02:51.296375033
TRUCK-001,379.69121981001143,5.6970750128156045,18.6298,73.7997,0.0,2026-08-01 06:02:48,2026-08-01 06:02:50.533297453
TRUCK-001,379.62423792503046,6.185295915249882,18.6298,73.7997,0.0,2026-08-01 06:02:50,2026-08-01 06:02:53.329200175
TRUCK-001,379.59084821230385,6.368768525613193,18.6298,73.7997,0.0,2026-08-01 06:02:51,2026-08-01 06:02:55.140504274
TRUCK-001,379.55801604599947,6.108118589197096,18.6298,73.7997,0.0,2026-08-01 06:02:52,2026-08-01 06:02:56.176130919
TRUCK-001,379.52610828860094,6.629852447201996,18.6298,73.7997,0.0,2026-08-01 06:02:53,2026-08-01 06:02:54.919446983
TRUCK-001,379.4954856036652,6.240768957324008,18.6298,73.7997,0.0,2026-08-01 06:02:54,2026-08-01 06:02:55.309327091
TRUCK-001,379.4664978596962,6.122616226599926,18.6298,73.7997,0.0,2026-08-01 06:02:55,2026-08-01 06:02:58.057584117
TRUCK-001,379.43947971441156,6.118085983385271,18.6298,73.7997,0.0,2026-08-01 06:02:56,2026-08-01 06:03:00.820150442
TRUCK-001,379.4147464466154,5.952311787629805,18.6298,73.7997,0.0,2026-08-01 06:02:57,2026-08-01 06:03:02.076108941
TRUCK-001,379.3925900955133,6.102084935314229,18.6298,73.7997,0.0,2026-08-01 06:02:58,2026-08-01 06:03:02.649946245
TRUCK-001,379.3732759577233,5.871786995440202,18.6298,73.7997,0.0,2026-08-01 06:02:59,2026-08-01 06:03:00.566024763
TRUCK-001,379.357039481457,5.400083123966302,18.6298,73.7997,0.0,2026-08-01 06:03:00,2026-08-01 06:03:05.566774308
TRUCK-001,379.3440835864204,5.508671573523878,18.6298,73.7997,0.0,2026-08-01 06:03:01,2026-08-01 06:03:06.010182890
TRUCK-001,379.3345764278586,6.278882861042847,18.6298,73.7997,0.0,2026-08-01 06:03:02,2026-08-01 06:03:07.388456833
TRUCK-001,379.3286496145692,6.00961244424457,18.6298,73.7997,0.0,2026-08-01 06:03:03,2026-08-01 06:03:06.616520765
TRUCK-001,379.32639688413474,6.276043573798251,18.6298,73.7997,0.0,2026-08-01 06:03:04,2026-08-01 06:03:09.578177176
TRUCK-001,379.3278732341667,6.228800693746646,18.6298,73.7997,0.0,2026-08-01 06:03:05,2026-08-01 06:03:06.233261190
TRUCK-001,379.3330945056276,5.782137650783201,18.6298,73.7997,0.0,2026-08-01 06:03:06,2026-08-01 06:03:07.151444170
TRUCK-001,379.3420374125179,6.122129529629388,18.6298,73.7997,0.0,2026-08-01 06:03:07,2026-08-01 06:03:08.101077867
TRUCK-001,379.3546400105254,6.393347481271219,18.6298,73.7997,0.0,2026-08-01 06:03:08,2026-08-01 06:03:10.263843390
TRUCK-001,379.370802595026,5.636411119933582,18.6298,73.7997,0.0,2026-08-01 06:03:09,2026-08-01 06:03:11.242848866
TRUCK-001,379.3903890158478,6.064772819647235,18.6298,73.7997,0.0,2026-08-01 06:03:10,2026-08-01 06:03:11.937516672
TRUCK-001,379.41322839251075,4.704814629622853,18.6298,73.7997,0.0,2026-08-01 06:03:11,2026-08-01 06:03:14.835279092
TRUCK-001,379.4391172094651,5.916861793088186,18.6298,73.7997,0.0,2026-08-01 06:03:12,2026-08-01 06:03:13.194929205
TRUCK-001,379.4678217665476,5.424642760128191,18.6298,73.7997,0.0,2026-08-01 06:03:13,2026-08-01 06:03:16.951939339
TRUCK-001,379.49908095601637,5.859811626994174,18.6298,73.7997,0.0,2026-08-01 06:03:14,2026-08-01 06:03:15.830055765
TRUCK-001,379.5326093346843,6.269109930146675,18.6298,73.7997,0.0,2026-08-01 06:03:15,2026-08-01 06:03:19.389368543
TRUCK-001,379.56810045816445,6.6165644386589495,18.6298,73.7997,0.0,2026-08-01 06:03:16,2026-08-01 06:03:17.105376772
TRUCK-001,379.60523044389396,6.101373744872332,18.6298,73.7997,0.0,2026-08-01 06:03:17,2026-08-01 06:03:19.552850985
TRUCK-001,379.64366172972643,6.273433914439215,18.6298,73.7997,0.0,2026-08-01 06:03:18,2026-08-01 06:03:23.691706434
TRUCK-001,379.6830469945054,6.374739580427824,18.6298,73.7997,0.0,2026-08-01 06:03:19,2026-08-01 06:03:22.691981899
TRUCK-001,379.7230332052748,5.528509610351762,18.6298,73.7997,0.0,2026-08-01 06:03:20,2026-08-01 06:03:25.057937014
TRUCK-001,379.76326575220554,5.9124216014773445,18.6298,73.7997,0.0,2026-08-01 06:03:21,2026-08-01 06:03:25.290130408
TRUCK-001,379.8033926271021,5.354905067699076,18.6298,73.7997,0.0,2026-08-01 06:03:22,2026-08-01 06:03:26.053753928
TRUCK-001,379.8430685952518,6.082662987021732,18.6298,73.7997,0.0,2026-08-01 06:03:23,2026-08-01 06:03:24.956263400
TRUCK-001,379.88195930450223,5.996783907560563,18.6298,73.7997,0.0,2026-08-01 06:03:24,2026-08-01 06:03:27.871973741
TRUCK-001,379.91974527096585,5.455772394891092,18.6298,73.7997,0.0,2026-08-01 06:03:25,2026-08-01 06:03:26.198432092
