device_id,fuel_level,distance_cm,latitude,longitude,speed_kmph,timestamp,received_at,fuel_gt_L,fuel_raw_L,event_label,t_s
TRUCK-001,381.1330473137747,7.015025692800054,18.6298,73.7997,0.0,2026-08-01 06:00:10,2026-08-01 06:00:12.515162134,379.9972222222221,376.6165810239998,Normal,10.0
TRUCK-001,381.1330482999626,5.94715723330558,18.6298,73.7997,0.0,2026-08-01 06:00:11,2026-08-01 06:00:13.392128061,379.9969444444442,380.1761425556481,Normal,11.0
TRUCK-001,381.1330500877497,5.88631458207999,18.6298,73.7997,0.0,2026-08-01 06:00:12,2026-08-01 06:00:14.274347938,379.9966666666664,380.3789513930667,Normal,12.0
TRUCK-001,381.1330531112655,6.1601035530509884,18.6298,73.7997,0.0,2026-08-01 06:00:13,2026-08-01 06:00:16.225381529,379.9963888888887,379.46632148983,Normal,13.0
TRUCK-001,381.1330579008439,5.964260600826274,18.6298,73.7997,0.0,2026-08-01 06:00:14,2026-08-01 06:00:17.522741295,379.9961111111109,380.1191313305791,Normal,14.0
TRUCK-001,381.13306501601556,5.2687641567954735,18.6298,73.7997,0.0,2026-08-01 06:00:15,2026-08-01 06:00:18.767486760,379.99583333333305,382.43745281068175,Normal,15.0
TRUCK-001,381.13307490506423,5.3443937597180025,18.6298,73.7997,0.0,2026-08-01 06:00:16,2026-08-01 06:00:21.977501417,379.99555555555526,382.1853541342733,Normal,16.0
TRUCK-001,381.1330876643776,5.870159126944987,18.6298,73.7997,0.0,2026-08-01 06:00:17,2026-08-01 06:00:21.963309596,379.9952777777775,380.4328029101834,Normal,17.0
TRUCK-001,381.1331026721726,5.453449988457315,18.6298,73.7997,0.0,2026-08-01 06:00:18,2026-08-01 06:00:22.110896147,379.99499999999966,381.82183337180896,Normal,18.0
TRUCK-001,381.13311807634534,5.84209155770604,18.6298,73.7997,0.0,2026-08-01 06:00:19,2026-08-01 06:00:24.944800738,379.99472222222187,380.5263614743132,Normal,19.0
TRUCK-001,381.1331301251881,5.784168402858154,18.6298,73.7997,0.0,2026-08-01 06:00:20,2026-08-01 06:00:22.076543491,379.99444444444407,380.7194386571395,Normal,20.0
TRUCK-001,381.1331323419051,6.493227297272748,18.6298,73.7997,0.0,2026-08-01 06:00:21,2026-08-01 06:00:22.801060169,379.9941666666663,378.3559090090909,Normal,21.0
TRUCK-001,381.13311455807803,6.214076992395734,18.6298,73.7997,0.0,2026-08-01 06:00:22,2026-08-01 06:00:26.062698021,379.9938888888885,379.2864100253476,Normal,22.0
TRUCK-001,381.13295332259065,6.0136978275088815,18.6298,73.7997,0.0,2026-08-01 06:00:24,2026-08-01 06:00:25.178401394,379.9933333333329,379.9543405749704,Normal,24.0
TRUCK-001,381.1327610907526,5.868055040234923,18.6298,73.7997,0.0,2026-08-01 06:00:25,2026-08-01 06:00:28.574444101,379.9930555555551,380.4398165325503,Normal,25.0
TRUCK-001,381.1324490259247,5.464802457242652,18.6298,73.7997,0.0,2026-08-01 06:00:26,2026-08-01 06:00:29.331030127,379.9927777777773,381.7839918091912,Normal,26.0
TRUCK-001,381.13197182388996,5.383256466769342,18.6298,73.7997,0.0,2026-08-01 06:00:27,2026-08-01 06:00:32.585838866,379.9924999999995,382.0558117774355,Normal,27.0
TRUCK-001,381.13127415891495,6.188888618715049,18.6298,73.7997,0.0,2026-08-01 06:00:28,2026-08-01 06:00:32.146131272,379.9922222222217,379.3703712709498,Normal,28.0
TRUCK-001,381.1302900781285,5.7597669672149365,18.6298,73.7997,0.0,2026-08-01 06:00:29,2026-08-01 06:00:32.570588233,379.9919444444439,380.8007767759502,Normal,29.0
TRUCK-001,381.12894266946563,5.654517750303487,18.6298,73.7997,0.0,2026-08-01 06:00:30,2026-08-01 06:00:33.484367177,379.9916666666661,381.1516074989884,Normal,30.0
TRUCK-001,381.1271440415191,5.770362562671769,18.6298,73.7997,0.0,2026-08-01 06:00:31,2026-08-01 06:00:33.237574610,379.9913888888883,380.7654581244274,Normal,31.0
TRUCK-001,381.12479564408005,5.9090427167484805,18.6298,73.7997,0.0,2026-08-01 06:00:32,2026-08-01 06:00:33.058970128,379.9911111111105,380.3031909441717,Normal,32.0
TRUCK-001,381.1217889483908,6.134814309748928,18.6298,73.7997,0.0,2026-08-01 06:00:33,2026-08-01 06:00:34.962010720,379.9908333333327,379.5506189675036,Normal,33.0
TRUCK-001,381.1180064962414,6.822287224585564,18.6298,73.7997,0.0,2026-08-01 06:00:34,2026-08-01 06:00:38.460160604,379.9905555555549,377.2590425847148,Normal,34.0
TRUCK-001,381.1133233170111,6.156417767553406,18.6298,73.7997,0.0,2026-08-01 06:00:35,2026-08-01 06:00:37.003033620,379.9902777777771,379.47860744148863,Normal,35.0
TRUCK-001,381.107608701495,6.623373554894374,18.6298,73.7997,0.0,2026-08-01 06:00:36,2026-08-01 06:00:38.847681553,379.9899999999993,377.92208815035207,Normal,36.0
TRUCK-001,381.10072831065116,5.669162687528724,18.6298,73.7997,0.0,2026-08-01 06:00:37,2026-08-01 06:00:38.018671210,379.98972222222153,381.1027910415709,Normal,37.0
TRUCK-001,381.0925465860657,5.366498010572816,18.6298,73.7997,0.0,2026-08-01 06:00:38,2026-08-01 06:00:43.150238649,379.9894444444437,382.1116732980906,Normal,38.0
TRUCK-001,381.082929417018,5.636567026677657,18.6298,73.7997,0.0,2026-08-01 06:00:39,2026-08-01 06:00:40.772305405,379.98916666666594,381.2114432444078,Normal,39.0
TRUCK-001,381.0717470071281,5.772864167700802,18.6298,73.7997,0.0,2026-08-01 06:00:40,2026-08-01 06:00:42.337996523,379.98888888888814,380.7571194409973,Normal,40.0
TRUCK-001,381.0588768727749,5.708811870316159,18.6298,73.7997,0.0,2026-08-01 06:00:41,2026-08-01 06:00:46.401660770,379.9886111111104,380.9706270989461,Normal,41.0
TRUCK-001,381.044206897135,6.004922484841053,18.6298,73.7997,0.0,2026-08-01 06:00:42,2026-08-01 06:00:45.548954049,379.98833333333255,379.9835917171965,Normal,42.0
TRUCK-001,381.027638358886,6.151082470929001,18.6298,73.7997,0.0,2026-08-01 06:00:43,2026-08-01 06:00:48.235751232,379.9880555555548,379.49639176357,Normal,43.0
TRUCK-001,381.00908885382256,6.136900016505447,18.6298,73.7997,0.0,2026-08-01 06:00:44,2026-08-01 06:00:48.198585835,379.98777777777696,379.5436666116485,Normal,44.0
TRUCK-001,380.98849503061234,6.527996646372838,18.6298,73.7997,0.0,2026-08-01 06:00:45,2026-08-01 06:00:49.708854737,379.9874999999992,378.2400111787572,Normal,45.0
TRUCK-001,380.9658150679068,7.008836441627309,18.6298,73.7997,0.0,2026-08-01 06:00:46,2026-08-01 06:00:47.457478025,379.98722222222136,376.6372118612423,Normal,46.0
TRUCK-001,380.94103082799586,6.717182539845239,18.6298,73.7997,0.0,2026-08-01 06:00:47,2026-08-01 06:00:50.705719107,379.9869444444436,377.6093915338492,Normal,47.0
TRUCK-001,380.9141496310715,6.494415264385509,18.6298,73.7997,0.0,2026-08-01 06:00:48,2026-08-01 06:00:51.538861182,379.98666666666577,378.35194911871497,Normal,48.0
TRUCK-001,380.88520560295456,6.441079274179664,18.6298,73.7997,0.0,2026-08-01 06:00:49,2026-08-01 06:00:54.356696883,379.986388888888,378.5297357527344,Normal,49.0
TRUCK-001,380.8542605571087,6.398732920267172,18.6298,73.7997,0.0,2026-08-01 06:00:50,2026-08-01 06:00:52.806320295,379.9861111111102,378.6708902657761,Normal,50.0
TRUCK-001,380.8214043786205,6.697346731709972,18.6298,73.7997,0.0,2026-08-01 06:00:51,2026-08-01 06:00:54.990920336,379.9858333333324,377.6755108943001,Normal,51.0
TRUCK-001,380.7867548838126,5.245006821661984,18.6298,73.7997,0.0,2026-08-01 06:00:52,2026-08-01 06:00:53.296258212,379.9855555555546,382.5166439277934,Normal,52.0
TRUCK-001,380.7504571349665,5.575976535657969,18.6298,73.7997,0.0,2026-08-01 06:00:53,2026-08-01 06:00:55.938159006,379.9852777777768,381.4134115478068,Normal,53.0
TRUCK-001,380.7126821961661,5.413101616985196,18.6298,73.7997,0.0,2026-08-01 06:00:54,2026-08-01 06:00:56.615181731,379.984999999999,381.9563279433827,Normal,54.0
TRUCK-001,380.67362532445304,5.61882520317432,18.6298,73.7997,0.0,2026-08-01 06:00:55,2026-08-01 06:00:56.750998645,379.9847222222212,381.2705826560856,Normal,55.0
TRUCK-001,380.6335036011444,5.654933560022704,18.6298,73.7997,0.0,2026-08-01 06:00:56,2026-08-01 06:01:01.081690519,379.9844444444434,381.150221466591,Normal,56.0
TRUCK-001,380.59255302187364,6.028788554489681,18.6298,73.7997,0.0,2026-08-01 06:00:57,2026-08-01 06:00:59.897230858,379.9841666666656,379.90403815170106,Normal,57.0
TRUCK-001,380.55102508068177,6.259634004330832,18.6298,73.7997,0.0,2026-08-01 06:00:58,2026-08-01 06:01:03.893739422,379.9838888888878,379.1345533188973,Normal,58.0
TRUCK-001,380.50918290254265,6.185282144808482,18.6298,73.7997,0.0,2026-08-01 06:00:59,2026-08-01 06:01:02.949958465,379.98361111111,379.3823928506384,Normal,59.0
TRUCK-001,380.4672969985722,6.1757051359013015,18.6298,73.7997,0.0,2026-08-01 06:01:00,2026-08-01 06:01:04.025281269,379.9833333333322,379.4143162136624,Normal,60.0
TRUCK-001,380.4256407369397,6.012422517801856,18.6298,73.7997,0.0,2026-08-01 06:01:01,2026-08-01 06:01:05.189982904,379.9830555555544,379.9585916073272,Normal,61.0
TRUCK-001,380.3844856382474,6.547865118895939,18.6298,73.7997,0.0,2026-08-01 06:01:02,2026-08-01 06:01:06.382251219,379.9827777777766,378.1737829370135,Normal,62.0
TRUCK-001,380.3440966153082,5.922235546634038,18.6298,73.7997,0.0,2026-08-01 06:01:03,2026-08-01 06:01:04.753940096,379.9824999999988,380.2592148445532,Normal,63.0
TRUCK-001,380.3047272828981,6.343996424411955,18.6298,73.7997,0.0,2026-08-01 06:01:04,2026-08-01 06:01:07.201567336,379.982222222221,378.85334525196015,Normal,64.0
TRUCK-001,380.26661546288057,5.770087176880159,18.6298,73.7997,0.0,2026-08-01 06:01:05,2026-08-01 06:01:07.197819809,379.9819444444432,380.7663760770661,Normal,65.0
TRUCK-001,380.2299790043589,5.509304090563103,18.6298,73.7997,0.0,2026-08-01 06:01:06,2026-08-01 06:01:09.012491491,379.98166666666543,381.63565303145634,Normal,66.0
TRUCK-001,380.19501202786074,5.18471273413839,18.6298,73.7997,0.0,2026-08-01 06:01:07,2026-08-01 06:01:08.483520470,379.9813888888877,382.7176242195387,Normal,67.0
TRUCK-001,380.1618816880353,5.721284029232083,18.6298,73.7997,0.0,2026-08-01 06:01:08,2026-08-01 06:01:13.839140255,379.9811111111098,380.929053235893,Normal,68.0
TRUCK-001,380.1307255322455,5.71252721499683,18.6298,73.7997,0.0,2026-08-01 06:01:09,2026-08-01 06:01:11.075020187,379.980833333332,380.9582426166773,Normal,69.0
TRUCK-001,380.1016495141977,6.346338606829782,18.6298,73.7997,0.0,2026-08-01 06:01:10,2026-08-01 06:01:14.358825813,379.9805555555543,378.8455379772341,Normal,70.0
TRUCK-001,380.07472670361454,6.610243940680114,18.6298,73.7997,0.0,2026-08-01 06:01:11,2026-08-01 06:01:13.502100407,379.9802777777765,377.9658535310663,Normal,71.0
TRUCK-001,380.0499967156671,6.719487008595704,18.6298,73.7997,0.0,2026-08-01 06:01:12,2026-08-01 06:01:17.370385131,379.97999999999865,377.6017099713477,Normal,72.0
TRUCK-001,380.0274658674938,6.168811825035583,18.6298,73.7997,0.0,2026-08-01 06:01:13,2026-08-01 06:01:17.311073692,379.97972222222086,379.4372939165481,Normal,73.0
TRUCK-001,380.0071080531401,6.495901438635987,18.6298,73.7997,0.0,2026-08-01 06:01:14,2026-08-01 06:01:15.658079079,379.9794444444431,378.3469952045467,Normal,74.0
TRUCK-001,379.9888663119658,7.05930330156769,18.6298,73.7997,0.0,2026-08-01 06:01:15,2026-08-01 06:01:20.225371604,379.97916666666526,376.4689889947744,Normal,75.0
TRUCK-001,379.9726550485763,5.672333799602054,18.6298,73.7997,0.0,2026-08-01 06:01:16,2026-08-01 06:01:21.724740856,379.97888888888747,381.0922206679932,Normal,76.0
TRUCK-001,379.95836284477076,6.055986743466968,18.6298,73.7997,0.0,2026-08-01 06:01:17,2026-08-01 06:01:22.519583941,379.9786111111097,379.8133775217768,Normal,77.0
TRUCK-001,379.94585578655443,5.485473223273902,18.6298,73.7997,0.0,2026-08-01 06:01:18,2026-08-01 06:01:21.848595739,379.9783333333319,381.7150892557536,Normal,78.0
TRUCK-001,379.93498121301343,5.8725221654158055,18.6298,73.7997,0.0,2026-08-01 06:01:19,2026-08-01 06:01:20.727299769,379.9780555555541,380.42492611528064,Normal,79.0
TRUCK-001,379.9255717801359,5.6295889875895,18.6298,73.7997,0.0,2026-08-01 06:01:20,2026-08-01 06:01:21.962317475,379.9777777777763,381.23470337470167,Normal,80.0
TRUCK-001,379.9174497228838,6.8329454697123415,18.6298,73.7997,0.0,2026-08-01 06:01:21,2026-08-01 06:01:26.639528424,379.9774999999985,377.2235151009589,Normal,81.0
TRUCK-001,379.91043119413126,6.068442695554772,18.6298,73.7997,0.0,2026-08-01 06:01:22,2026-08-01 06:01:25.761632438,379.9772222222207,379.7718576814841,Normal,82.0
TRUCK-001,379.90433056000904,6.5862591304428575,18.6298,73.7997,0.0,2026-08-01 06:01:23,2026-08-01 06:01:24.902762492,379.9769444444429,378.0458028985238,Normal,83.0
TRUCK-001,379.89896453742386,6.85597235620699,18.6298,73.7997,0.0,2026-08-01 06:01:24,2026-08-01 06:01:29.420284471,379.9766666666651,377.1467588126434,Normal,84.0
TRUCK-001,379.8941560700009,6.248402454316904,18.6298,73.7997,0.0,2026-08-01 06:01:25,2026-08-01 06:01:29.207858526,379.9763888888873,379.1719918189437,Normal,85.0
TRUCK-001,379.8897378519909,6.437616887151325,18.6298,73.7997,0.0,2026-08-01 06:01:26,2026-08-01 06:01:29.848471372,379.9761111111095,378.54127704282894,Normal,86.0
TRUCK-001,379.8855554243697,6.3300424675930245,18.6298,73.7997,0.0,2026-08-01 06:01:27,2026-08-01 06:01:29.881439181,379.9758333333317,378.89985844135657,Normal,87.0
TRUCK-001,379.881469782355,6.305162693810189,18.6298,73.7997,0.0,2026-08-01 06:01:28,2026-08-01 06:01:31.054776411,379.9755555555539,378.9827910206327,Normal,88.0
TRUCK-001,379.87735944826125,5.406977455481918,18.6298,73.7997,0.0,2026-08-01 06:01:29,2026-08-01 06:01:31.197446063,379.9752777777761,381.9767418150603,Normal,89.0
TRUCK-001,379.8731219778601,5.729826686916137,18.6298,73.7997,0.0,2026-08-01 06:01:30,2026-08-01 06:01:31.190286433,379.9749999999983,380.9005777102796,Normal,90.0
TRUCK-001,379.8686748823833,5.012515295995934,18.6298,73.7997,0.0,2026-08-01 06:01:31,2026-08-01 06:01:36.381094041,379.9747222222205,383.2916156800136,Normal,91.0
TRUCK-001,379.8639559624028,5.074186711992361,18.6298,73.7997,0.0,2026-08-01 06:01:32,2026-08-01 06:01:35.338651084,379.9744444444427,383.0860442933588,Normal,92.0
TRUCK-001,379.8589230645176,5.165516870577402,18.6298,73.7997,0.0,2026-08-01 06:01:33,2026-08-01 06:01:36.738175996,379.9741666666649,382.78161043140864,Normal,93.0
TRUCK-001,379.85355328750245,5.564822578344186,18.6298,73.7997,0.0,2026-08-01 06:01:34,2026-08-01 06:01:36.610816549,379.97388888888713,381.4505914055194,Normal,94.0
TRUCK-001,379.84784168147684,6.385280990772912,18.6298,73.7997,0.0,2026-08-01 06:01:35,2026-08-01 06:01:39.756624599,379.9736111111093,378.71573003075696,Normal,95.0
TRUCK-001,379.8417995013862,6.343806787505684,18.6298,73.7997,0.0,2026-08-01 06:01:36,2026-08-01 06:01:37.125984354,379.97333333333154,378.853977374981,Normal,96.0
TRUCK-001,379.8354520936398,6.547312811578565,18.6298,73.7997,0.0,2026-08-01 06:01:37,2026-08-01 06:01:39.860926363,379.97305555555374,378.1756239614048,Normal,97.0
TRUCK-001,379.8288365104605,6.235687984373577,18.6298,73.7997,0.0,2026-08-01 06:01:38,2026-08-01 06:01:39.151751472,379.972777777776,379.2143733854214,Normal,98.0
TRUCK-001,379.8219989583367,6.361627691426208,18.6298,73.7997,0.0,2026-08-01 06:01:39,2026-08-01 06:01:40.614460511,379.97249999999815,378.7945743619126,Normal,99.0
TRUCK-001,379.81499219304317,6.361256880675117,18.6298,73.7997,0.0,2026-08-01 06:01:40,2026-08-01 06:01:45.835741177,379.9722222222204,378.7958103977496,Normal,100.0
TRUCK-001,379.80787297284985,5.4042274143327695,18.6298,73.7997,0.0,2026-08-01 06:01:41,2026-08-01 06:01:45.288803650,379.97194444444256,381.9859086188908,Normal,101.0
TRUCK-001,379.80069967360896,5.875806088663711,18.6298,73.7997,0.0,2026-08-01 06:01:42,2026-08-01 06:01:45.141101232,379.9716666666648,380.4139797044543,Normal,102.0
TRUCK-001,379.7935301552738,5.8277660626774574,18.6298,73.7997,0.0,2026-08-01 06:01:43,2026-08-01 06:01:46.618700540,379.97138888888696,380.5741131244085,Normal,103.0
TRUCK-001,379.7864199506758,5.690141791000354,18.6298,73.7997,0.0,2026-08-01 06:01:44,2026-08-01 06:01:49.364046043,379.9711111111092,381.0328606966655,Normal,104.0
TRUCK-001,379.7794208261213,5.110236746664789,18.6298,73.7997,0.0,2026-08-01 06:01:45,2026-08-01 06:01:47.721053335,379.97083333333137,382.96587751111736,Normal,105.0
TRUCK-001,379.7725797416187,5.609846615624368,18.6298,73.7997,0.0,2026-08-01 06:01:46,2026-08-01 06:01:49.951454911,379.9705555555536,381.3005112812521,Normal,106.0
TRUCK-001,379.76593821805994,5.806654605307386,18.6298,73.7997,0.0,2026-08-01 06:01:47,2026-08-01 06:01:51.418421867,379.9702777777758,380.6444846489754,Normal,107.0
TRUCK-001,379.75953210072964,6.131020991530098,18.6298,73.7997,0.0,2026-08-01 06:01:48,2026-08-01 06:01:50.777068885,379.969999999998,379.5632633615663,Normal,108.0
TRUCK-001,379.7533916938769,7.20412436512178,18.6298,73.7997,0.0,2026-08-01 06:01:49,2026-08-01 06:01:52.595492432,379.9697222222202,375.9862521162608,Normal,109.0
TRUCK-001,379.7475422299696,6.846184378318219,18.6298,73.7997,0.0,2026-08-01 06:01:50,2026-08-01 06:01:54.826236916,379.9694444444424,377.179385405606,Normal,110.0
TRUCK-001,379.74200462923056,6.619638751470967,18.6298,73.7997,0.0,2026-08-01 06:01:51,2026-08-01 06:01:56.545896570,379.9691666666646,377.9345374950968,Normal,111.0
TRUCK-001,379.7367964991095,6.255275915095209,18.6298,73.7997,0.0,2026-08-01 06:01:52,2026-08-01 06:01:53.755311390,379.9688888888868,379.149080283016,Normal,112.0
TRUCK-001,379.7319333182267,6.404455478159337,18.6298,73.7997,0.0,2026-08-01 06:01:53,2026-08-01 06:01:58.667096962,379.968611111109,378.6518150728022,Normal,113.0
TRUCK-001,379.7274297440817,6.127852922647588,18.6298,73.7997,0.0,2026-08-01 06:01:54,2026-08-01 06:01:55.025894329,379.9683333333312,379.5738235911747,Normal,114.0
TRUCK-001,379.7233009782808,5.731197719648229,18.6298,73.7997,0.0,2026-08-01 06:01:55,2026-08-01 06:01:59.764887518,379.9680555555534,380.8960076011726,Normal,115.0
TRUCK-001,379.7195641178656,5.047047439821282,18.6298,73.7997,0.0,2026-08-01 06:01:56,2026-08-01 06:02:01.052634152,379.9677777777756,383.17650853392905,Normal,116.0
TRUCK-001,379.71623941774845,6.388730300021606,18.6298,73.7997,0.0,2026-08-01 06:01:57,2026-08-01 06:01:58.683820258,379.9674999999978,378.7042323332613,Normal,117.0
TRUCK-001,379.71335138864515,6.673139876735212,18.6298,73.7997,0.0,2026-08-01 06:01:58,2026-08-01 06:02:01.094518255,379.96722222222,377.7562004108826,Normal,118.0
TRUCK-001,379.7109296583735,5.292656170371894,18.6298,73.7997,0.0,2026-08-01 06:01:59,2026-08-01 06:02:04.076281390,379.9669444444422,382.357812765427,Normal,119.0
TRUCK-001,379.70900953253937,6.709783699103307,18.6298,73.7997,0.0,2026-08-01 06:02:00,2026-08-01 06:02:01.071355948,379.9666666666644,377.6340543363223,Normal,120.0
TRUCK-001,379.70763220322,6.503230118145029,18.6298,73.7997,0.0,2026-08-01 06:02:01,2026-08-01 06:02:05.142309739,379.9663888888866,378.3225662728499,Normal,121.0
TRUCK-001,379.70684457027016,7.122559806931172,18.6298,73.7997,0.0,2026-08-01 06:02:02,2026-08-01 06:02:06.965118290,379.9661111111088,376.2581339768961,Normal,122.0
TRUCK-001,379.7066986578664,6.5564224398757975,18.6298,73.7997,0.0,2026-08-01 06:02:03,2026-08-01 06:02:06.565017914,379.96583333333103,378.1452585337473,Normal,123.0
TRUCK-001,379.7072506273262,6.4917508959439285,18.6298,73.7997,0.0,2026-08-01 06:02:04,2026-08-01 06:02:08.629247103,379.9655555555533,378.3608303468536,Normal,124.0
TRUCK-001,379.7085594046138,5.680052434220073,18.6298,73.7997,0.0,2026-08-01 06:02:05,2026-08-01 06:02:07.132117412,379.9652777777754,381.0664918859331,Normal,125.0
TRUCK-001,379.71068495606585,5.712368564113186,18.6298,73.7997,0.0,2026-08-01 06:02:06,2026-08-01 06:02:07.992605740,379.9649999999976,380.95877145295606,Normal,126.0
TRUCK-001,379.7136862580749,6.1952842156460886,18.6298,73.7997,0.0,2026-08-01 06:02:07,2026-08-01 06:02:09.815634753,379.9647222222199,379.349052614513,Normal,127.0
TRUCK-001,379.7176190158594,6.179077805879825,18.6298,73.7997,0.0,2026-08-01 06:02:08,2026-08-01 06:02:09.897030138,379.9644444444421,379.40307398040056,Normal,128.0
TRUCK-001,379.7225331937013,5.361862833943802,18.6298,73.7997,0.0,2026-08-01 06:02:09,2026-08-01 06:02:11.730307196,379.96416666666425,382.127123886854,Normal,129.0
TRUCK-001,379.7284704250087,5.690275969278629,18.6298,73.7997,0.0,2026-08-01 06:02:10,2026-08-01 06:02:15.740620307,379.96388888888646,381.0324134357379,Normal,130.0
TRUCK-001,379.73546137580036,5.993342492764322,18.6298,73.7997,0.0,2026-08-01 06:02:11,2026-08-01 06:02:14.866663588,379.9636111111087,380.0221916907856,Normal,131.0
TRUCK-001,379.74352313983854,5.535118802383607,18.6298,73.7997,0.0,2026-08-01 06:02:12,2026-08-01 06:02:14.700340337,379.96333333333087,381.5496039920546,Normal,132.0
TRUCK-001,379.7526567474766,6.8969992220210585,18.6298,73.7997,0.0,2026-08-01 06:02:13,2026-08-01 06:02:15.357623099,379.963055555553,377.0100025932632,Normal,133.0
TRUCK-001,379.7628448729922,6.503558537922243,18.6298,73.7997,0.0,2026-08-01 06:02:14,2026-08-01 06:02:19.760197454,379.9627777777753,378.3214715402592,Normal,134.0
TRUCK-001,379.77404982620635,6.234188981467534,18.6298,73.7997,0.0,2026-08-01 06:02:15,2026-08-01 06:02:18.222391048,379.9624999999975,379.2193700617749,Normal,135.0
TRUCK-001,379.7862119127548,6.830253095410983,18.6298,73.7997,0.0,2026-08-01 06:02:16,2026-08-01 06:02:21.901973754,379.9622222222197,377.2324896819634,Normal,136.0
TRUCK-001,379.7992482425779,5.868843514547337,18.6298,73.7997,0.0,2026-08-01 06:02:17,2026-08-01 06:02:20.577613346,379.9619444444419,380.4371882848422,Normal,137.0
TRUCK-001,379.8130520572702,6.457406500967156,18.6298,73.7997,0.0,2026-08-01 06:02:18,2026-08-01 06:02:21.605830645,379.9616666666641,378.4753116634428,Normal,138.0
TRUCK-001,379.8274926336625,5.8797784167519085,18.6298,73.7997,0.0,2026-08-01 06:02:19,2026-08-01 06:02:24.482702619,379.9613888888863,380.400738610827,Normal,139.0
TRUCK-001,379.84241580382627,5.840980853119109,18.6298,73.7997,0.0,2026-08-01 06:02:20,2026-08-01 06:02:24.713837091,379.9611111111085,380.5300638229363,Normal,140.0
TRUCK-001,379.85764511166394,6.431831328236961,18.6298,73.7997,0.0,2026-08-01 06:02:21,2026-08-01 06:02:24.903264319,379.9608333333307,378.5605622392101,Normal,141.0
TRUCK-001,379.87298360478013,5.713105687807336,18.6298,73.7997,0.0,2026-08-01 06:02:22,2026-08-01 06:02:25.133247519,379.9605555555529,380.95631437397554,Normal,142.0
TRUCK-001,379.8882162389355,5.415244208759971,18.6298,73.7997,0.0,2026-08-01 06:02:23,2026-08-01 06:02:28.390939297,379.9602777777751,381.9491859708001,Normal,143.0
TRUCK-001,379.903112852372,6.298129050622334,18.6298,73.7997,0.0,2026-08-01 06:02:24,2026-08-01 06:02:27.058230750,379.9599999999973,379.0062364979256,Normal,144.0
TRUCK-001,379.9174316496892,6.409480430305918,18.6298,73.7997,0.0,2026-08-01 06:02:25,2026-08-01 06:02:30.613797881,379.9597222222195,378.6350652323136,Normal,145.0
TRUCK-001,379.9309231204225,6.55332731918588,18.6298,73.7997,0.0,2026-08-01 06:02:26,2026-08-01 06:02:27.343576761,379.9594444444417,378.1555756027137,Normal,146.0
TRUCK-001,379.9433343063582,6.293765989007163,18.6298,73.7997,0.0,2026-08-01 06:02:27,2026-08-01 06:02:30.149984310,379.9591666666639,379.0207800366428,Normal,147.0
TRUCK-001,379.9544133238309,6.5859834595669575,18.6298,73.7997,0.0,2026-08-01 06:02:28,2026-08-01 06:02:31.597574099,379.9588888888861,378.0467218014435,Normal,148.0
TRUCK-001,379.9639140422623,6.324943431328962,18.6298,73.7997,0.0,2026-08-01 06:02:29,2026-08-01 06:02:34.754690978,379.9586111111083,378.9168552289034,Normal,149.0
TRUCK-001,379.9716008173228,6.170971430573982,18.6298,73.7997,0.0,2026-08-01 06:02:30,2026-08-01 06:02:32.254996233,379.9583333333305,379.43009523142007,Normal,150.0
