device_id,t_s,timestamp,speed_kmph,accel_mps2,location_state,latitude,longitude,fuel_gt_L,fuel_raw_L,event_label,distance_cm
TRUCK-001,17.0,2026-08-01 06:00:17,0.0,0.0,Depot,18.6298,73.7997,379.99527777777746,380.4328029101834,Normal,5.870159126944987
TRUCK-001,18.0,2026-08-01 06:00:18,0.0,0.0,Depot,18.6298,73.7997,379.99499999999966,381.82183337180896,Normal,5.453449988457315
TRUCK-001,19.0,2026-08-01 06:00:19,0.0,0.0,Depot,18.6298,73.7997,379.99472222222187,380.5263614743132,Normal,5.8420915577060395
TRUCK-001,20.0,2026-08-01 06:00:20,0.0,0.0,Depot,18.6298,73.7997,379.99444444444407,380.7194386571395,Normal,5.784168402858154
TRUCK-001,21.0,2026-08-01 06:00:21,0.0,0.0,Depot,18.6298,73.7997,379.9941666666663,378.35590900909085,Normal,6.493227297272748
TRUCK-001,22.0,2026-08-01 06:00:22,0.0,0.0,Depot,18.6298,73.7997,379.9938888888885,379.28641002534755,Normal,6.214076992395734
TRUCK-001,23.0,2026-08-01 06:00:23,0.0,0.0,Depot,18.6298,73.7997,379.9936111111107,378.2952650606733,Normal,6.511420481798016
TRUCK-001,24.0,2026-08-01 06:00:24,0.0,0.0,Depot,18.6298,73.7997,379.9933333333329,379.9543405749704,Normal,6.0136978275088815
TRUCK-001,25.0,2026-08-01 06:00:25,0.0,0.0,Depot,18.6298,73.7997,379.9930555555551,380.43981653255025,Normal,5.868055040234923
TRUCK-001,26.0,2026-08-01 06:00:26,0.0,0.0,Depot,18.6298,73.7997,379.9927777777773,381.78399180919115,Normal,5.464802457242652
TRUCK-001,27.0,2026-08-01 06:00:27,0.0,0.0,Depot,18.6298,73.7997,379.9924999999995,382.0558117774355,Normal,5.383256466769342
TRUCK-001,28.0,2026-08-01 06:00:28,0.0,0.0,Depot,18.6298,73.7997,379.9922222222217,379.3703712709498,Normal,6.188888618715049
TRUCK-001,29.0,2026-08-01 06:00:29,0.0,0.0,Depot,18.6298,73.7997,379.9919444444439,380.8007767759502,Normal,5.7597669672149365
TRUCK-001,30.0,2026-08-01 06:00:30,0.0,0.0,Depot,18.6298,73.7997,379.9916666666661,381.15160749898837,Normal,5.654517750303487
TRUCK-001,31.0,2026-08-01 06:00:31,0.0,0.0,Depot,18.6298,73.7997,379.9913888888883,380.7654581244274,Normal,5.770362562671769
TRUCK-001,32.0,2026-08-01 06:00:32,0.0,0.0,Depot,18.6298,73.7997,379.9911111111105,380.3031909441717,Normal,5.9090427167484805
TRUCK-001,33.0,2026-08-01 06:00:33,0.0,0.0,Depot,18.6298,73.7997,379.9908333333327,379.55061896750357,Normal,6.134814309748928
TRUCK-001,34.0,2026-08-01 06:00:34,0.0,0.0,Depot,18.6298,73.7997,379.9905555555549,377.2590425847148,Normal,6.822287224585564
TRUCK-001,35.0,2026-08-01 06:00:35,0.0,0.0,Depot,18.6298,73.7997,379.9902777777771,379.47860744148863,Normal,6.156417767553406
TRUCK-001,36.0,2026-08-01 06:00:36,0.0,0.0,Depot,18.6298,73.7997,379.9899999999993,377.92208815035207,Normal,6.623373554894374
TRUCK-001,37.0,2026-08-01 06:00:37,0.0,0.0,Depot,18.6298,73.7997,379.98972222222153,381.1027910415709,Normal,5.669162687528724
TRUCK-001,38.0,2026-08-01 06:00:38,0.0,0.0,Depot,18.6298,73.7997,379.98944444444373,382.11167329809064,Normal,5.3664980105728155
TRUCK-001,39.0,2026-08-01 06:00:39,0.0,0.0,Depot,18.6298,73.7997,379.98916666666594,381.2114432444078,Normal,5.636567026677657
TRUCK-001,40.0,2026-08-01 06:00:40,0.0,0.0,Depot,18.6298,73.7997,379.98888888888814,380.7571194409973,Normal,5.772864167700802
TRUCK-001,41.0,2026-08-01 06:00:41,0.0,0.0,Depot,18.6298,73.7997,379.98861111111034,380.9706270989461,Normal,5.708811870316159
TRUCK-001,42.0,2026-08-01 06:00:42,0.0,0.0,Depot,18.6298,73.7997,379.98833333333255,379.9835917171965,Normal,6.004922484841053
TRUCK-001,43.0,2026-08-01 06:00:43,0.0,0.0,Depot,18.6298,73.7997,379.98805555555475,379.49639176357,Normal,6.151082470929001
TRUCK-001,44.0,2026-08-01 06:00:44,0.0,0.0,Depot,18.6298,73.7997,379.98777777777696,379.5436666116485,Normal,6.136900016505447
TRUCK-001,45.0,2026-08-01 06:00:45,0.0,0.0,Depot,18.6298,73.7997,379.98749999999916,378.2400111787572,Normal,6.527996646372838
TRUCK-001,46.0,2026-08-01 06:00:46,0.0,0.0,Depot,18.6298,73.7997,379.98722222222136,376.6372118612423,Normal,7.008836441627309
TRUCK-001,47.0,2026-08-01 06:00:47,0.0,0.0,Depot,18.6298,73.7997,379.98694444444357,377.6093915338492,Normal,6.717182539845239
TRUCK-001,48.0,2026-08-01 06:00:48,0.0,0.0,Depot,18.6298,73.7997,379.98666666666577,378.35194911871497,Normal,6.494415264385509
TRUCK-001,49.0,2026-08-01 06:00:49,0.0,0.0,Depot,18.6298,73.7997,379.986388888888,378.52973575273444,Normal,6.441079274179664
TRUCK-001,50.0,2026-08-01 06:00:50,0.0,0.0,Depot,18.6298,73.7997,379.9861111111102,378.6708902657761,Normal,6.398732920267172
TRUCK-001,51.0,2026-08-01 06:00:51,0.0,0.0,Depot,18.6298,73.7997,379.9858333333324,377.6755108943001,Normal,6.697346731709972
TRUCK-001,52.0,2026-08-01 06:00:52,0.0,0.0,Depot,18.6298,73.7997,379.9855555555546,382.5166439277934,Normal,5.245006821661984
TRUCK-001,53.0,2026-08-01 06:00:53,0.0,0.0,Depot,18.6298,73.7997,379.9852777777768,381.4134115478068,Normal,5.575976535657969
TRUCK-001,54.0,2026-08-01 06:00:54,0.0,0.0,Depot,18.6298,73.7997,379.984999999999,381.9563279433827,Normal,5.413101616985196
TRUCK-001,55.0,2026-08-01 06:00:55,0.0,0.0,Depot,18.6298,73.7997,379.9847222222212,381.2705826560856,Normal,5.61882520317432
TRUCK-001,56.0,2026-08-01 06:00:56,0.0,0.0,Depot,18.6298,73.7997,379.9844444444434,381.150221466591,Normal,5.6549335600227035
TRUCK-001,57.0,2026-08-01 06:00:57,0.0,0.0,Depot,18.6298,73.7997,379.9841666666656,379.90403815170106,Normal,6.028788554489681
TRUCK-001,58.0,2026-08-01 06:00:58,0.0,0.0,Depot,18.6298,73.7997,379.9838888888878,379.13455331889725,Normal,6.259634004330832
TRUCK-001,59.0,2026-08-01 06:00:59,0.0,0.0,Depot,18.6298,73.7997,379.98361111111,379.3823928506384,Normal,6.185282144808482
TRUCK-001,60.0,2026-08-01 06:01:00,0.0,0.0,Depot,18.6298,73.7997,379.9833333333322,379.41431621366235,Normal,6.1757051359013015
TRUCK-001,61.0,2026-08-01 06:01:01,0.0,0.0,Depot,18.6298,73.7997,379.9830555555544,379.95859160732715,Normal,6.012422517801856
TRUCK-001,62.0,2026-08-01 06:01:02,0.0,0.0,Depot,18.6298,73.7997,379.9827777777766,378.1737829370135,Normal,6.547865118895939
TRUCK-001,63.0,2026-08-01 06:01:03,0.0,0.0,Depot,18.6298,73.7997,379.9824999999988,380.2592148445532,Normal,5.922235546634038
TRUCK-001,64.0,2026-08-01 06:01:04,0.0,0.0,Depot,18.6298,73.7997,379.982222222221,378.85334525196015,Normal,6.343996424411955
TRUCK-001,65.0,2026-08-01 06:01:05,0.0,0.0,Depot,18.6298,73.7997,379.98194444444323,380.7663760770661,Normal,5.770087176880159
TRUCK-001,66.0,2026-08-01 06:01:06,0.0,0.0,Depot,18.6298,73.7997,379.98166666666543,381.63565303145634,Normal,5.509304090563103
TRUCK-001,67.0,2026-08-01 06:01:07,0.0,0.0,Depot,18.6298,73.7997,379.98138888888764,382.7176242195387,Normal,5.18471273413839
TRUCK-001,68.0,2026-08-01 06:01:08,0.0,0.0,Depot,18.6298,73.7997,379.98111111110984,380.92905323589304,Normal,5.721284029232083
TRUCK-001,69.0,2026-08-01 06:01:09,0.0,0.0,Depot,18.6298,73.7997,379.98083333333204,380.95824261667724,Normal,5.71252721499683
TRUCK-001,70.0,2026-08-01 06:01:10,0.0,0.0,Depot,18.6298,73.7997,379.98055555555425,378.8455379772341,Normal,6.346338606829782
TRUCK-001,71.0,2026-08-01 06:01:11,0.0,0.0,Depot,18.6298,73.7997,379.98027777777645,377.9658535310663,Normal,6.610243940680114
TRUCK-001,72.0,2026-08-01 06:01:12,0.0,0.0,Depot,18.6298,73.7997,379.97999999999865,377.60170997134765,Normal,6.719487008595704
TRUCK-001,73.0,2026-08-01 06:01:13,0.0,0.0,Depot,18.6298,73.7997,379.97972222222086,379.4372939165481,Normal,6.168811825035583
TRUCK-001,74.0,2026-08-01 06:01:14,0.0,0.0,Depot,18.6298,73.7997,379.97944444444306,378.3469952045467,Normal,6.495901438635987
TRUCK-001,75.0,2026-08-01 06:01:15,0.0,0.0,Depot,18.6298,73.7997,379.97916666666526,376.46898899477435,Normal,7.05930330156769
TRUCK-001,76.0,2026-08-01 06:01:16,0.0,0.0,Depot,18.6298,73.7997,379.97888888888747,381.09222066799316,Normal,5.672333799602054
TRUCK-001,77.0,2026-08-01 06:01:17,0.0,0.0,Depot,18.6298,73.7997,379.9786111111097,379.8133775217768,Normal,6.055986743466968
TRUCK-001,78.0,2026-08-01 06:01:18,0.0,0.0,Depot,18.6298,73.7997,379.9783333333319,381.71508925575364,Normal,5.485473223273902
TRUCK-001,79.0,2026-08-01 06:01:19,0.0,0.0,Depot,18.6298,73.7997,379.9780555555541,380.42492611528064,Normal,5.8725221654158055
TRUCK-001,80.0,2026-08-01 06:01:20,0.0,0.0,Depot,18.6298,73.7997,379.9777777777763,381.23470337470167,Normal,5.6295889875895
TRUCK-001,81.0,2026-08-01 06:01:21,0.0,0.0,Depot,18.6298,73.7997,379.9774999999985,377.2235151009589,Normal,6.8329454697123415
TRUCK-001,82.0,2026-08-01 06:01:22,0.0,0.0,Depot,18.6298,73.7997,379.9772222222207,379.7718576814841,Normal,6.068442695554772
TRUCK-001,83.0,2026-08-01 06:01:23,0.0,0.0,Depot,18.6298,73.7997,379.9769444444429,378.0458028985238,Normal,6.5862591304428575
TRUCK-001,84.0,2026-08-01 06:01:24,0.0,0.0,Depot,18.6298,73.7997,379.9766666666651,377.1467588126434,Normal,6.85597235620699
TRUCK-001,85.0,2026-08-01 06:01:25,0.0,0.0,Depot,18.6298,73.7997,379.9763888888873,379.17199181894364,Normal,6.248402454316904
TRUCK-001,86.0,2026-08-01 06:01:26,0.0,0.0,Depot,18.6298,73.7997,379.9761111111095,378.54127704282894,Normal,6.437616887151325
TRUCK-001,87.0,2026-08-01 06:01:27,0.0,0.0,Depot,18.6298,73.7997,379.9758333333317,378.89985844135657,Normal,6.3300424675930245
TRUCK-001,88.0,2026-08-01 06:01:28,0.0,0.0,Depot,18.6298,73.7997,379.9755555555539,378.9827910206327,Normal,6.305162693810189
TRUCK-001,89.0,2026-08-01 06:01:29,0.0,0.0,Depot,18.6298,73.7997,379.9752777777761,381.9767418150603,Normal,5.406977455481918
TRUCK-001,90.0,2026-08-01 06:01:30,0.0,0.0,Depot,18.6298,73.7997,379.9749999999983,380.90057771027955,Normal,5.729826686916137
TRUCK-001,91.0,2026-08-01 06:01:31,0.0,0.0,Depot,18.6298,73.7997,379.9747222222205,383.29161568001354,Normal,5.012515295995934
TRUCK-001,92.0,2026-08-01 06:01:32,0.0,0.0,Depot,18.6298,73.7997,379.9744444444427,383.0860442933588,Normal,5.074186711992361
TRUCK-001,93.0,2026-08-01 06:01:33,0.0,0.0,Depot,18.6298,73.7997,379.9741666666649,382.78161043140864,Normal,5.165516870577402
TRUCK-001,94.0,2026-08-01 06:01:34,0.0,0.0,Depot,18.6298,73.7997,379.97388888888713,381.4505914055194,Normal,5.564822578344186
TRUCK-001,95.0,2026-08-01 06:01:35,0.0,0.0,Depot,18.6298,73.7997,379.97361111110934,378.71573003075696,Normal,6.3852809907729124
TRUCK-001,96.0,2026-08-01 06:01:36,0.0,0.0,Depot,18.6298,73.7997,379.97333333333154,378.85397737498107,Normal,6.343806787505684
TRUCK-001,97.0,2026-08-01 06:01:37,0.0,0.0,Depot,18.6298,73.7997,379.97305555555374,378.17562396140477,Normal,6.547312811578565
TRUCK-001,98.0,2026-08-01 06:01:38,0.0,0.0,Depot,18.6298,73.7997,379.97277777777595,379.2143733854214,Normal,6.235687984373577
TRUCK-001,99.0,2026-08-01 06:01:39,0.0,0.0,Depot,18.6298,73.7997,379.97249999999815,378.7945743619126,Normal,6.361627691426208
TRUCK-001,100.0,2026-08-01 06:01:40,0.0,0.0,Depot,18.6298,73.7997,379.97222222222035,378.7958103977496,Normal,6.361256880675117
TRUCK-001,101.0,2026-08-01 06:01:41,0.0,0.0,Depot,18.6298,73.7997,379.97194444444256,381.9859086188908,Normal,5.4042274143327695
TRUCK-001,102.0,2026-08-01 06:01:42,0.0,0.0,Depot,18.6298,73.7997,379.97166666666476,380.4139797044543,Normal,5.875806088663711
TRUCK-001,103.0,2026-08-01 06:01:43,0.0,0.0,Depot,18.6298,73.7997,379.97138888888696,380.5741131244085,Normal,5.8277660626774574
TRUCK-001,104.0,2026-08-01 06:01:44,0.0,0.0,Depot,18.6298,73.7997,379.97111111110917,381.03286069666547,Normal,5.690141791000354
TRUCK-001,105.0,2026-08-01 06:01:45,0.0,0.0,Depot,18.6298,73.7997,379.97083333333137,382.96587751111736,Normal,5.110236746664789
TRUCK-001,106.0,2026-08-01 06:01:46,0.0,0.0,Depot,18.6298,73.7997,379.9705555555536,381.3005112812521,Normal,5.609846615624368
TRUCK-001,107.0,2026-08-01 06:01:47,0.0,0.0,Depot,18.6298,73.7997,379.9702777777758,380.6444846489754,Normal,5.806654605307386
TRUCK-001,108.0,2026-08-01 06:01:48,0.0,0.0,Depot,18.6298,73.7997,379.969999999998,379.5632633615663,Normal,6.131020991530098
TRUCK-001,109.0,2026-08-01 06:01:49,0.0,0.0,Depot,18.6298,73.7997,379.9697222222202,375.98625211626074,Normal,7.20412436512178
TRUCK-001,110.0,2026-08-01 06:01:50,0.0,0.0,Depot,18.6298,73.7997,379.9694444444424,377.17938540560596,Normal,6.846184378318219
TRUCK-001,111.0,2026-08-01 06:01:51,0.0,0.0,Depot,18.6298,73.7997,379.9691666666646,377.9345374950968,Normal,6.6196387514709665
TRUCK-001,112.0,2026-08-01 06:01:52,0.0,0.0,Depot,18.6298,73.7997,379.9688888888868,379.14908028301596,Normal,6.255275915095209
TRUCK-001,113.0,2026-08-01 06:01:53,0.0,0.0,Depot,18.6298,73.7997,379.968611111109,378.6518150728022,Normal,6.404455478159337
TRUCK-001,114.0,2026-08-01 06:01:54,0.0,0.0,Depot,18.6298,73.7997,379.9683333333312,379.5738235911747,Normal,6.1278529226475875
TRUCK-001,115.0,2026-08-01 06:01:55,0.0,0.0,Depot,18.6298,73.7997,379.9680555555534,380.8960076011726,Normal,5.731197719648229
TRUCK-001,116.0,2026-08-01 06:01:56,0.0,0.0,Depot,18.6298,73.7997,379.9677777777756,383.17650853392905,Normal,5.047047439821282
TRUCK-001,117.0,2026-08-01 06:01:57,0.0,0.0,Depot,18.6298,73.7997,379.9674999999978,378.7042323332613,Normal,6.388730300021606
TRUCK-001,118.0,2026-08-01 06:01:58,0.0,0.0,Depot,18.6298,73.7997,379.96722222222,377.7562004108826,Normal,6.673139876735212
TRUCK-001,119.0,2026-08-01 06:01:59,0.0,0.0,Depot,18.6298,73.7997,379.9669444444422,382.357812765427,Normal,5.292656170371894
TRUCK-001,120.0,2026-08-01 06:02:00,0.0,0.0,Depot,18.6298,73.7997,379.9666666666644,377.6340543363223,Normal,6.709783699103307
TRUCK-001,121.0,2026-08-01 06:02:01,0.0,0.0,Depot,18.6298,73.7997,379.9663888888866,378.3225662728499,Normal,6.503230118145029
TRUCK-001,122.0,2026-08-01 06:02:02,0.0,0.0,Depot,18.6298,73.7997,379.96611111110883,376.2581339768961,Normal,7.122559806931172
TRUCK-001,123.0,2026-08-01 06:02:03,0.0,0.0,Depot,18.6298,73.7997,379.96583333333103,378.1452585337473,Normal,6.5564224398757975
TRUCK-001,124.0,2026-08-01 06:02:04,0.0,0.0,Depot,18.6298,73.7997,379.96555555555324,378.36083034685356,Normal,6.4917508959439285
TRUCK-001,125.0,2026-08-01 06:02:05,0.0,0.0,Depot,18.6298,73.7997,379.96527777777544,381.0664918859331,Normal,5.680052434220073
TRUCK-001,126.0,2026-08-01 06:02:06,0.0,0.0,Depot,18.6298,73.7997,379.96499999999764,380.95877145295606,Normal,5.712368564113186
TRUCK-001,127.0,2026-08-01 06:02:07,0.0,0.0,Depot,18.6298,73.7997,379.96472222221985,379.349052614513,Normal,6.1952842156460886
TRUCK-001,128.0,2026-08-01 06:02:08,0.0,0.0,Depot,18.6298,73.7997,379.96444444444205,379.40307398040056,Normal,6.179077805879825
TRUCK-001,129.0,2026-08-01 06:02:09,0.0,0.0,Depot,18.6298,73.7997,379.96416666666425,382.127123886854,Normal,5.361862833943802
TRUCK-001,130.0,2026-08-01 06:02:10,0.0,0.0,Depot,18.6298,73.7997,379.96388888888646,381.0324134357379,Normal,5.690275969278629
TRUCK-001,131.0,2026-08-01 06:02:11,0.0,0.0,Depot,18.6298,73.7997,379.96361111110866,380.0221916907856,Normal,5.993342492764322
TRUCK-001,132.0,2026-08-01 06:02:12,0.0,0.0,Depot,18.6298,73.7997,379.96333333333087,381.54960399205464,Normal,5.535118802383607
TRUCK-001,133.0,2026-08-01 06:02:13,0.0,0.0,Depot,18.6298,73.7997,379.96305555555307,377.01000259326315,Normal,6.8969992220210585
TRUCK-001,134.0,2026-08-01 06:02:14,0.0,0.0,Depot,18.6298,73.7997,379.9627777777753,378.3214715402592,Normal,6.503558537922243
TRUCK-001,135.0,2026-08-01 06:02:15,0.0,0.0,Depot,18.6298,73.7997,379.9624999999975,379.2193700617749,Normal,6.234188981467534
TRUCK-001,136.0,2026-08-01 06:02:16,0.0,0.0,Depot,18.6298,73.7997,379.9622222222197,377.2324896819634,Normal,6.830253095410983
TRUCK-001,137.0,2026-08-01 06:02:17,0.0,0.0,Depot,18.6298,73.7997,379.9619444444419,380.4371882848422,Normal,5.868843514547337
TRUCK-001,138.0,2026-08-01 06:02:18,0.0,0.0,Depot,18.6298,73.7997,379.9616666666641,378.4753116634428,Normal,6.4574065009671555
TRUCK-001,139.0,2026-08-01 06:02:19,0.0,0.0,Depot,18.6298,73.7997,379.9613888888863,380.400738610827,Normal,5.8797784167519085
TRUCK-001,140.0,2026-08-01 06:02:20,0.0,0.0,Depot,18.6298,73.7997,379.9611111111085,380.5300638229363,Normal,5.840980853119109
TRUCK-001,141.0,2026-08-01 06:02:21,0.0,0.0,Depot,18.6298,73.7997,379.9608333333307,378.5605622392101,Normal,6.431831328236961
TRUCK-001,142.0,2026-08-01 06:02:22,0.0,0.0,Depot,18.6298,73.7997,379.9605555555529,380.95631437397554,Normal,5.713105687807336
TRUCK-001,143.0,2026-08-01 06:02:23,0.0,0.0,Depot,18.6298,73.7997,379.9602777777751,381.9491859708001,Normal,5.415244208759971
TRUCK-001,144.0,2026-08-01 06:02:24,0.0,0.0,Depot,18.6298,73.7997,379.9599999999973,379.00623649792556,Normal,6.298129050622334
TRUCK-001,145.0,2026-08-01 06:02:25,0.0,0.0,Depot,18.6298,73.7997,379.9597222222195,378.6350652323136,Normal,6.409480430305918
TRUCK-001,146.0,2026-08-01 06:02:26,0.0,0.0,Depot,18.6298,73.7997,379.9594444444417,378.1555756027137,Normal,6.55332731918588
TRUCK-001,147.0,2026-08-01 06:02:27,0.0,0.0,Depot,18.6298,73.7997,379.9591666666639,379.0207800366428,Normal,6.293765989007163
TRUCK-001,148.0,2026-08-01 06:02:28,0.0,0.0,Depot,18.6298,73.7997,379.9588888888861,378.0467218014435,Normal,6.5859834595669575
TRUCK-001,149.0,2026-08-01 06:02:29,0.0,0.0,Depot,18.6298,73.7997,379.9586111111083,378.91685522890344,Normal,6.324943431328962
TRUCK-001,150.0,2026-08-01 06:02:30,0.0,0.0,Depot,18.6298,73.7997,379.95833333333053,379.43009523142007,Normal,6.170971430573982
TRUCK-001,151.0,2026-08-01 06:02:31,0.0,0.0,Depot,18.6298,73.7997,379.95805555555273,379.52621961259655,Normal,6.1421341162210386
TRUCK-001,152.0,2026-08-01 06:02:32,0.0,0.0,Depot,18.6298,73.7997,379.95777777777494,382.89404831572386,Normal,5.1317855052828465
TRUCK-001,153.0,2026-08-01 06:02:33,0.0,0.0,Depot,18.6298,73.7997,379.95749999999714,379.9912361174176,Normal,6.002629164774724
TRUCK-001,154.0,2026-08-01 06:02:34,0.0,0.0,Depot,18.6298,73.7997,379.95722222221934,382.4094139896124,Normal,5.277175803116276
TRUCK-001,155.0,2026-08-01 06:02:35,0.0,0.0,Depot,18.6298,73.7997,379.95694444444155,382.8007678116706,Normal,5.159769656498825
TRUCK-001,156.0,2026-08-01 06:02:36,0.0,0.0,Depot,18.6298,73.7997,379.95666666666375,380.59814174471927,Normal,5.820557476584214
TRUCK-001,157.0,2026-08-01 06:02:37,0.0,0.0,Depot,18.6298,73.7997,379.95638888888595,380.23239618849504,Normal,5.930281143451492
TRUCK-001,158.0,2026-08-01 06:02:38,0.0,0.0,Depot,18.6298,73.7997,379.95611111110816,379.97033388941713,Normal,6.008899833174857
TRUCK-001,159.0,2026-08-01 06:02:39,0.0,0.0,Depot,18.6298,73.7997,379.95583333333036,378.3266668294163,Normal,6.5019999511751125
TRUCK-001,160.0,2026-08-01 06:02:40,0.0,0.0,Depot,18.6298,73.7997,379.95555555555256,375.71591640388726,Normal,7.285225078833815
TRUCK-001,161.0,2026-08-01 06:02:41,0.0,0.0,Depot,18.6298,73.7997,379.95527777777477,377.778369334625,Normal,6.666489199612511
TRUCK-001,162.0,2026-08-01 06:02:42,0.0,0.0,Depot,18.6298,73.7997,379.95499999999697,380.7679280818295,Normal,5.769621575451147
TRUCK-001,163.0,2026-08-01 06:02:43,0.0,0.0,Depot,18.6298,73.7997,379.9547222222192,380.31225979929275,Normal,5.906322060212181
TRUCK-001,164.0,2026-08-01 06:02:44,0.0,0.0,Depot,18.6298,73.7997,379.9544444444414,380.5286458893392,Normal,5.841406233198243
TRUCK-001,165.0,2026-08-01 06:02:45,0.0,0.0,Depot,18.6298,73.7997,379.9541666666636,381.9902162931929,Normal,5.402935112042138
TRUCK-001,166.0,2026-08-01 06:02:46,0.0,0.0,Depot,18.6298,73.7997,379.9538888888858,381.37137335092524,Normal,5.588587994722429
TRUCK-001,167.0,2026-08-01 06:02:47,0.0,0.0,Depot,18.6298,73.7997,379.953611111108,381.8216639940327,Normal,5.45350080179019
TRUCK-001,168.0,2026-08-01 06:02:48,0.0,0.0,Depot,18.6298,73.7997,379.9533333333302,381.0097499572813,Normal,5.6970750128156045
TRUCK-001,169.0,2026-08-01 06:02:49,0.0,0.0,Depot,18.6298,73.7997,379.9530555555524,381.35136177344896,Normal,5.594591467965309
TRUCK-001,170.0,2026-08-01 06:02:50,0.0,0.0,Depot,18.6298,73.7997,379.9527777777746,379.3823469491671,Normal,6.185295915249882
TRUCK-001,171.0,2026-08-01 06:02:51,0.0,0.0,Depot,18.6298,73.7997,379.9524999999968,378.77077158128935,Normal,6.368768525613193
TRUCK-001,172.0,2026-08-01 06:02:52,0.0,0.0,Depot,18.6298,73.7997,379.952222222219,379.63960470267637,Normal,6.108118589197096
TRUCK-001,173.0,2026-08-01 06:02:53,0.0,0.0,Depot,18.6298,73.7997,379.9519444444412,377.90049184266,Normal,6.629852447201996
TRUCK-001,174.0,2026-08-01 06:02:54,0.0,0.0,Depot,18.6298,73.7997,379.9516666666634,379.19743680892,Normal,6.240768957324008
TRUCK-001,175.0,2026-08-01 06:02:55,0.0,0.0,Depot,18.6298,73.7997,379.9513888888856,379.5912792446669,Normal,6.122616226599926
TRUCK-001,176.0,2026-08-01 06:02:56,0.0,0.0,Depot,18.6298,73.7997,379.9511111111078,379.60638005538243,Normal,6.118085983385271
TRUCK-001,177.0,2026-08-01 06:02:57,0.0,0.0,Depot,18.6298,73.7997,379.95083333333,380.15896070790063,Normal,5.952311787629805
TRUCK-001,178.0,2026-08-01 06:02:58,0.0,0.0,Depot,18.6298,73.7997,379.9505555555522,379.6597168822859,Normal,6.102084935314229
TRUCK-001,179.0,2026-08-01 06:02:59,0.0,0.0,Depot,18.6298,73.7997,379.95027777777443,380.427376681866,Normal,5.871786995440202
TRUCK-001,180.0,2026-08-01 06:03:00,0.0,0.0,Depot,18.6298,73.7997,379.94999999999663,381.99972292011233,Normal,5.400083123966302
TRUCK-001,181.0,2026-08-01 06:03:01,0.0,0.0,Depot,18.6298,73.7997,379.94972222221884,381.6377614215871,Normal,5.508671573523878
TRUCK-001,182.0,2026-08-01 06:03:02,0.0,0.0,Depot,18.6298,73.7997,379.94944444444104,379.0703904631905,Normal,6.278882861042847
TRUCK-001,183.0,2026-08-01 06:03:03,0.0,0.0,Depot,18.6298,73.7997,379.94916666666325,379.9679585191848,Normal,6.00961244424457
